# layer class subject_idx subject_id channel_idx channel_name value
conv2 Class3 4 40 47 P3 4.35228125e+04
conv2 Class3 5 7 47 P3 3.73599258e+04
conv2 Class3 6 41 47 P3 2.53117051e+04
conv2 Class3 7 49 47 P3 1.21070303e+04
conv2 Class3 8 3 47 P3 2.94940723e+04
conv2 Class3 9 8 47 P3 2.67997949e+04

conv2 Class3 0 13 48 P1 2.93854023e+04
conv2 Class3 1 50 48 P1 1.35276494e+04
conv2 Class3 2 12 48 P1 2.62885020e+04
conv2 Class3 3 9 48 P1 2.64521016e+04
conv2 Class3 4 40 48 P1 4.42694922e+04
conv2 Class3 5 7 48 P1 3.79118984e+04
conv2 Class3 6 41 48 P1 2.56769473e+04
conv2 Class3 7 49 48 P1 1.24025459e+04
conv2 Class3 8 3 48 P1 2.97865742e+04
conv2 Class3 9 8 48 P1 2.72800723e+04

conv2 Class3 0 13 49 Pz 2.88888535e+04
conv2 Class3 1 50 49 Pz 1.32716387e+04
conv2 Class3 2 12 49 Pz 2.58314805e+04
conv2 Class3 3 9 49 Pz 2.59325547e+04
conv2 Class3 4 40 49 Pz 4.34235469e+04
conv2 Class3 5 7 49 Pz 3.72063438e+04
conv2 Class3 6 41 49 Pz 2.49121152e+04
conv2 Class3 7 49 49 Pz 1.18486631e+04
conv2 Class3 8 3 49 Pz 2.93529824e+04
conv2 Class3 9 8 49 Pz 2.69402910e+04

conv2 Class3 0 13 50 P2 2.94272637e+04
conv2 Class3 1 50 50 P2 1.35590352e+04
conv2 Class3 2 12 50 P2 2.62382012e+04
conv2 Class3 3 9 50 P2 2.66585156e+04
conv2 Class3 4 40 50 P2 4.45317656e+04
conv2 Class3 5 7 50 P2 3.79080820e+04
conv2 Class3 6 41 50 P2 2.55000156e+04
conv2 Class3 7 49 50 P2 1.24724775e+04
conv2 Class3 8 3 50 P2 2.99784609e+04
conv2 Class3 9 8 50 P2 2.74387559e+04

conv2 Class3 0 13 51 P4 2.90838887e+04
conv2 Class3 1 50 51 P4 1.33024199e+04
conv2 Class3 2 12 51 P4 2.59190430e+04
conv2 Class3 3 9 51 P4 2.60543086e+04
conv2 Class3 4 40 51 P4 4.36553555e+04
conv2 Class3 5 7 51 P4 3.72685234e+04
conv2 Class3 6 41 51 P4 2.48163613e+04
conv2 Class3 7 49 51 P4 1.20774248e+04
conv2 Class3 8 3 51 P4 2.95459941e+04
conv2 Class3 9 8 51 P4 2.70917832e+04

