tsne_1 tsne_2 label subject_code visual_run_index
-28.34082031 33.37542343 0 17 520
-23.30167961 30.21430016 0 17 521
-19.48273468 35.15671921 0 17 522
-24.22289276 39.31124878 0 17 523
-28.47714806 34.43431854 0 17 524
-23.94109344 30.22877312 0 17 525
-19.55771828 35.13383865 0 17 526
-24.78687668 39.46399307 0 17 527
-28.30113411 33.60792542 0 17 528
-22.88752174 30.41500282 0 17 529
-19.35679436 36.14654541 0 17 530
-25.54267311 39.38317108 0 17 531
-28.15598488 33.18442154 0 17 532
-22.72844124 30.42297745 0 17 533
-19.64771652 35.96682739 0 17 534
-25.23819542 39.56544876 0 17 535
-12.60522747 2.15459704 0 18 536
-13.07005310 19.07039070 0 18 537
-13.29988194 23.98856163 0 18 538
-12.54086018 26.81539536 0 18 539
-12.42630577 31.16989899 0 18 540
-18.88972092 8.64134026 0 18 541
-17.15412521 7.27723646 0 18 542
-14.09065723 3.14408445 0 18 543
-14.02318859 19.09144211 0 18 544
-14.24071503 21.01616478 0 18 545
-13.78174210 25.58041763 0 18 546
-12.49052334 28.10711861 0 18 547
-11.16454697 31.55806732 0 18 548
-18.45302200 7.04385281 0 18 549
-14.73910999 3.93479395 0 18 550
-14.61703491 20.39596939 0 18 551
-12.57063770 25.35710907 0 18 552
-13.30115891 30.62203598 0 18 553
-18.03473282 9.80122852 0 18 554
-18.01024246 6.45702267 0 18 555
-13.40138149 3.31668162 0 18 556
-13.53183746 19.94829178 0 18 557
-13.16016483 25.41958427 0 18 558
-11.25989914 31.16690063 0 18 559
-18.39120674 7.76582670 0 18 560
-14.91094494 3.31671453 0 18 561
-14.16607094 19.28879547 0 18 562
-13.55216599 25.43662643 0 18 563
-12.83163261 32.05085754 0 18 564
-16.89941978 8.44357872 0 18 565
-14.87317753 2.29345465 0 18 566
-15.27861595 19.88421631 0 18 567
-12.64857292 27.06842804 0 18 568
-11.67137814 31.68017578 0 18 569
-18.14337921 6.89953804 0 18 570
-13.53813362 3.09939861 0 18 571
-13.73317432 21.12269020 0 18 572
-12.77552891 26.78233910 0 18 573
-12.50223732 31.02638817 0 18 574
-17.99108505 8.48862457 0 18 575
-15.27961922 3.07206964 0 18 576
-14.74204063 18.44620705 0 18 577
-13.80014420 21.17797279 0 18 578
-12.57343292 26.70954514 0 18 579
-12.08883858 31.16044235 0 18 580
-18.16162300 7.10942793 0 18 581
-15.11639214 3.70765424 0 18 582
-14.99369431 20.89075470 0 18 583
-13.53799248 26.39397621 0 18 584
-10.74247074 31.30674362 0 18 585
-19.32049751 7.61691999 0 18 586
-15.69471359 2.96942854 0 18 587
-14.48408508 19.06711006 0 18 588
-13.24361324 24.78428078 0 18 589
-12.20757580 28.97449684 0 18 590
-11.70517540 31.64549065 0 18 591
-17.40678596 7.46361542 0 18 592
-14.90308189 4.16524839 0 18 593
-15.16646099 19.72666931 0 18 594
-14.23722935 24.96451378 0 18 595
-10.72175598 30.91229057 0 18 596
-18.42085075 8.18779755 0 18 597
-15.85209560 3.86577415 0 18 598
-16.03975105 19.33903885 0 18 599
-12.52497196 25.37778854 0 18 600
-12.21231365 29.91691399 0 18 601
-18.26052666 8.01290798 0 18 602
-15.21021271 2.80916786 0 18 603
-15.07298660 18.83246613 0 18 604
-11.87489986 25.52265739 0 18 605
-23.58252716 15.78858280 0 19 606
-24.30544472 -5.00927019 0 19 607
-26.56259727 -6.37997055 0 19 608
-29.11342049 -7.09591627 0 19 609
-33.89512253 -5.88282681 0 19 610
-37.77500916 -3.59116697 0 19 611
-40.32015991 -1.20705712 0 19 612
