# layer class subject_idx subject_id channel_idx channel_name value
conv3 Left 2 12 11 F1 2.61695742e+04
conv3 Left 3 9 11 F1 1.02113672e+04
conv3 Left 4 40 11 F1 3.50344453e+04
conv3 Left 5 7 11 F1 1.62437559e+04
conv3 Left 6 41 11 F1 1.55037617e+04
conv3 Left 7 49 11 F1 3.21783594e+04
conv3 Left 8 3 11 F1 3.18735820e+04
conv3 Left 9 8 11 F1 4.46317871e+03

conv3 Left 0 13 12 Fz 2.18687227e+04
conv3 Left 1 50 12 Fz 3.21515371e+04
conv3 Left 2 12 12 Fz 2.59300762e+04
conv3 Left 3 9 12 Fz 1.01984199e+04
conv3 Left 4 40 12 Fz 3.41368867e+04
conv3 Left 5 7 12 Fz 1.60328047e+04
conv3 Left 6 41 12 Fz 1.54656777e+04
conv3 Left 7 49 12 Fz 3.17828809e+04
conv3 Left 8 3 12 Fz 3.16068184e+04
conv3 Left 9 8 12 Fz 4.44688623e+03

conv3 Left 0 13 13 F2 2.20711445e+04
conv3 Left 1 50 13 F2 3.28030977e+04
conv3 Left 2 12 13 F2 2.63674355e+04
conv3 Left 3 9 13 F2 1.04421309e+04
conv3 Left 4 40 13 F2 3.44543008e+04
conv3 Left 5 7 13 F2 1.63446465e+04
conv3 Left 6 41 13 F2 1.57605459e+04
conv3 Left 7 49 13 F2 3.23166348e+04
conv3 Left 8 3 13 F2 3.20064844e+04
conv3 Left 9 8 13 F2 4.63028125e+03

conv3 Left 0 13 14 F4 2.20507773e+04
conv3 Left 1 50 14 F4 3.28770312e+04
conv3 Left 2 12 14 F4 2.63117891e+04
conv3 Left 3 9 14 F4 1.05077354e+04
conv3 Left 4 40 14 F4 3.41681875e+04
conv3 Left 5 7 14 F4 1.64115020e+04
conv3 Left 6 41 14 F4 1.57586064e+04
conv3 Left 7 49 14 F4 3.22624785e+04
conv3 Left 8 3 14 F4 3.18584570e+04
conv3 Left 9 8 14 F4 4.49419580e+03

conv3 Left 0 13 15 F6 2.16821074e+04
conv3 Left 1 50 15 F6 3.22348652e+04
conv3 Left 2 12 15 F6 2.57936445e+04
conv3 Left 3 9 15 F6 1.03460420e+04
conv3 Left 4 40 15 F6 3.35296328e+04
conv3 Left 5 7 15 F6 1.61412100e+04
conv3 Left 6 41 15 F6 1.54958682e+04
conv3 Left 7 49 15 F6 3.17183320e+04
conv3 Left 8 3 15 F6 3.14707578e+04
conv3 Left 9 8 15 F6 4.24322314e+03

conv3 Left 0 13 16 F8 2.32649121e+04
conv3 Left 1 50 16 F8 3.45919844e+04
conv3 Left 2 12 16 F8 2.66202500e+04
conv3 Left 3 9 16 F8 1.05361445e+04
conv3 Left 4 40 16 F8 3.54824961e+04
conv3 Left 5 7 16 F8 1.69805195e+04
conv3 Left 6 41 16 F8 1.60511699e+04
conv3 Left 7 49 16 F8 3.35635938e+04
conv3 Left 8 3 16 F8 3.30173086e+04
conv3 Left 9 8 16 F8 4.59724268e+03

conv3 Left 0 13 17 FT7 2.40947441e+04
conv3 Left 1 50 17 FT7 3.50058398e+04
conv3 Left 2 12 17 FT7 2.86910352e+04
conv3 Left 3 9 17 FT7 1.06096592e+04
conv3 Left 4 40 17 FT7 3.57456055e+04
conv3 Left 5 7 17 FT7 1.72253516e+04
conv3 Left 6 41 17 FT7 1.65862109e+04
conv3 Left 7 49 17 FT7 3.42172773e+04
conv3 Left 8 3 17 FT7 3.37596680e+04
conv3 Left 9 8 17 FT7 4.37954443e+03

conv3 Left 0 13 18 FC5 2.20830117e+04
conv3 Left 1 50 18 FC5 3.24543105e+04
conv3 Left 2 12 18 FC5 2.61060117e+04
conv3 Left 3 9 18 FC5 1.00755137e+04
conv3 Left 4 40 18 FC5 3.42705156e+04
conv3 Left 5 7 18 FC5 1.63331299e+04
conv3 Left 6 41 18 FC5 1.56940713e+04
conv3 Left 7 49 18 FC5 3.18881855e+04
conv3 Left 8 3 18 FC5 3.16261973e+04
conv3 Left 9 8 18 FC5 4.34547852e+03

conv3 Left 0 13 19 FC3 2.25839316e+04
conv3 Left 1 50 19 FC3 3.30524180e+04
conv3 Left 2 12 19 FC3 2.65935605e+04
conv3 Left 3 9 19 FC3 1.02332207e+04
conv3 Left 4 40 19 FC3 3.48624414e+04
conv3 Left 5 7 19 FC3 1.65558984e+04
conv3 Left 6 41 19 FC3 1.60541621e+04
conv3 Left 7 49 19 FC3 3.25210156e+04
conv3 Left 8 3 19 FC3 3.21774160e+04
conv3 Left 9 8 19 FC3 4.65161865e+03

conv3 Left 0 13 20 FC1 2.26067109e+04
conv3 Left 1 50 20 FC1 3.28531680e+04
conv3 Left 2 12 20 FC1 2.66440859e+04
conv3 Left 3 9 20 FC1 1.03241758e+04
conv3 Left 4 40 20 FC1 3.48376641e+04
conv3 Left 5 7 20 FC1 1.63849258e+04
conv3 Left 6 41 20 FC1 1.59016289e+04
conv3 Left 7 49 20 FC1 3.28066172e+04
conv3 Left 8 3 20 FC1 3.24266680e+04
conv3 Left 9 8 20 FC1 4.89248340e+03

conv3 Left 0 13 21 FCz 2.25005898e+04
conv3 Left 1 50 21 FCz 3.27391016e+04
conv3 Left 2 12 21 FCz 2.68950391e+04
conv3 Left 3 9 21 FCz 1.04127139e+04
conv3 Left 4 40 21 FCz 3.47208359e+04
conv3 Left 5 7 21 FCz 1.62102900e+04
conv3 Left 6 41 21 FCz 1.58204873e+04
conv3 Left 7 49 21 FCz 3.29860156e+04
conv3 Left 8 3 21 FCz 3.25118340e+04
conv3 Left 9 8 21 FCz 4.89753369e+03

conv3 Left 0 13 22 FC2 2.24449980e+04
conv3 Left 1 50 22 FC2 3.27432617e+04
conv3 Left 2 12 22 FC2 2.70319277e+04
conv3 Left 3 9 22 FC2 1.04547373e+04
conv3 Left 4 40 22 FC2 3.45279688e+04
conv3 Left 5 7 22 FC2 1.61554141e+04
conv3 Left 6 41 22 FC2 1.57985820e+04
conv3 Left 7 49 22 FC2 3.29727188e+04
conv3 Left 8 3 22 FC2 3.24430586e+04
conv3 Left 9 8 22 FC2 4.65483936e+03

conv3 Left 0 13 23 FC4 2.26284961e+04
conv3 Left 1 50 23 FC4 3.28211172e+04
conv3 Left 2 12 23 FC4 2.67274004e+04
conv3 Left 3 9 23 FC4 1.05171396e+04
conv3 Left 4 40 23 FC4 3.44544258e+04
conv3 Left 5 7 23 FC4 1.62985527e+04
conv3 Left 6 41 23 FC4 1.56673389e+04
conv3 Left 7 49 23 FC4 3.28541484e+04
conv3 Left 8 3 23 FC4 3.24186699e+04
conv3 Left 9 8 23 FC4 4.41426221e+03

conv3 Left 0 13 24 FC6 2.20722070e+04
conv3 Left 1 50 24 FC6 3.21965488e+04
conv3 Left 2 12 24 FC6 2.60030000e+04
conv3 Left 3 9 24 FC6 1.04678643e+04
conv3 Left 4 40 24 FC6 3.36359297e+04
conv3 Left 5 7 24 FC6 1.60911172e+04
conv3 Left 6 41 24 FC6 1.54276357e+04
conv3 Left 7 49 24 FC6 3.20534180e+04
conv3 Left 8 3 24 FC6 3.18003398e+04
conv3 Left 9 8 24 FC6 4.17735352e+03

conv3 Left 0 13 25 FT8 2.43872441e+04
conv3 Left 1 50 25 FT8 3.49321992e+04
conv3 Left 2 12 25 FT8 2.74305195e+04
conv3 Left 3 9 25 FT8 1.06461025e+04
conv3 Left 4 40 25 FT8 3.62677383e+04
conv3 Left 5 7 25 FT8 1.71650449e+04
conv3 Left 6 41 25 FT8 1.60268818e+04
conv3 Left 7 49 25 FT8 3.46900117e+04
conv3 Left 8 3 25 FT8 3.43664141e+04
conv3 Left 9 8 25 FT8 4.67736719e+03

conv3 Left 0 13 26 T7 2.46718047e+04
conv3 Left 1 50 26 T7 3.56950664e+04
conv3 Left 2 12 26 T7 3.07094121e+04
conv3 Left 3 9 26 T7 1.12969824e+04
conv3 Left 4 40 26 T7 3.65021953e+04
conv3 Left 5 7 26 T7 1.74795293e+04
conv3 Left 6 41 26 T7 1.72959531e+04
conv3 Left 7 49 26 T7 3.59960664e+04
conv3 Left 8 3 26 T7 3.52496953e+04
conv3 Left 9 8 26 T7 4.73113477e+03

conv3 Left 0 13 27 C5 2.19605098e+04
conv3 Left 1 50 27 C5 3.20625039e+04
conv3 Left 2 12 27 C5 2.62313633e+04
conv3 Left 3 9 27 C5 1.01294873e+04
conv3 Left 4 40 27 C5 3.40212109e+04
conv3 Left 5 7 27 C5 1.61776367e+04
conv3 Left 6 41 27 C5 1.56940752e+04
conv3 Left 7 49 27 C5 3.20250254e+04
conv3 Left 8 3 27 C5 3.16770332e+04
conv3 Left 9 8 27 C5 4.51418408e+03

conv3 Left 0 13 28 C3 2.26804238e+04
conv3 Left 1 50 28 C3 3.32647734e+04
conv3 Left 2 12 28 C3 2.72195664e+04
conv3 Left 3 9 28 C3 1.04865371e+04
conv3 Left 4 40 28 C3 3.48828945e+04
conv3 Left 5 7 28 C3 1.64973164e+04
conv3 Left 6 41 28 C3 1.66629160e+04
conv3 Left 7 49 28 C3 3.32319062e+04
conv3 Left 8 3 28 C3 3.28754023e+04
conv3 Left 9 8 28 C3 4.87816455e+03

conv3 Left 0 13 29 C1 2.25183105e+04
conv3 Left 1 50 29 C1 3.30415586e+04
conv3 Left 2 12 29 C1 2.67343379e+04
conv3 Left 3 9 29 C1 1.04662598e+04
conv3 Left 4 40 29 C1 3.46442812e+04
conv3 Left 5 7 29 C1 1.61650342e+04
conv3 Left 6 41 29 C1 1.64163945e+04
conv3 Left 7 49 29 C1 3.31774766e+04
conv3 Left 8 3 29 C1 3.29395508e+04
conv3 Left 9 8 29 C1 4.88569727e+03

conv3 Left 0 13 30 Cz 2.24992363e+04
conv3 Left 1 50 30 Cz 3.30827148e+04
conv3 Left 2 12 30 Cz 2.66894434e+04
conv3 Left 3 9 30 Cz 1.04622656e+04
conv3 Left 4 40 30 Cz 3.46095234e+04
conv3 Left 5 7 30 Cz 1.60316846e+04
conv3 Left 6 41 30 Cz 1.57770156e+04
conv3 Left 7 49 30 Cz 3.33416797e+04
conv3 Left 8 3 30 Cz 3.29130625e+04
conv3 Left 9 8 30 Cz 4.61589648e+03

conv3 Left 0 13 31 C2 2.24274980e+04
conv3 Left 1 50 31 C2 3.31196953e+04
conv3 Left 2 12 31 C2 2.64054570e+04
conv3 Left 3 9 31 C2 1.02868389e+04
conv3 Left 4 40 31 C2 3.45508438e+04
conv3 Left 5 7 31 C2 1.60862529e+04
conv3 Left 6 41 31 C2 1.55017090e+04
conv3 Left 7 49 31 C2 3.30505000e+04
conv3 Left 8 3 31 C2 3.24770762e+04
conv3 Left 9 8 31 C2 4.23827490e+03

conv3 Left 0 13 32 C4 2.26387676e+04
conv3 Left 1 50 32 C4 3.31248008e+04
conv3 Left 2 12 32 C4 2.61374785e+04
conv3 Left 3 9 32 C4 1.02640518e+04
conv3 Left 4 40 32 C4 3.45374375e+04
conv3 Left 5 7 32 C4 1.64071504e+04
conv3 Left 6 41 32 C4 1.53781230e+04
conv3 Left 7 49 32 C4 3.28763633e+04
conv3 Left 8 3 32 C4 3.22835430e+04
conv3 Left 9 8 32 C4 4.11193408e+03

conv3 Left 0 13 33 C6 2.20162793e+04
conv3 Left 1 50 33 C6 3.22667617e+04
conv3 Left 2 12 33 C6 2.56932500e+04
conv3 Left 3 9 33 C6 1.01715830e+04
conv3 Left 4 40 33 C6 3.35917656e+04
conv3 Left 5 7 33 C6 1.61334199e+04
conv3 Left 6 41 33 C6 1.52217139e+04
conv3 Left 7 49 33 C6 3.18840703e+04
conv3 Left 8 3 33 C6 3.15283594e+04
conv3 Left 9 8 33 C6 4.03703662e+03

conv3 Left 0 13 34 T8 2.46947012e+04
conv3 Left 1 50 34 T8 3.52097539e+04
conv3 Left 2 12 34 T8 2.74691934e+04
conv3 Left 3 9 34 T8 1.08145645e+04
conv3 Left 4 40 34 T8 3.68836875e+04
conv3 Left 5 7 34 T8 1.76722773e+04
conv3 Left 6 41 34 T8 1.58434150e+04
conv3 Left 7 49 34 T8 3.50078594e+04
conv3 Left 8 3 34 T8 3.41096562e+04
conv3 Left 9 8 34 T8 4.55731396e+03

conv3 Left 0 13 35 TP7 2.41117715e+04
conv3 Left 1 50 35 TP7 3.55588867e+04
conv3 Left 2 12 35 TP7 2.98655508e+04
conv3 Left 3 9 35 TP7 1.10172080e+04
conv3 Left 4 40 35 TP7 3.67731484e+04
conv3 Left 5 7 35 TP7 1.73279297e+04
conv3 Left 6 41 35 TP7 1.67929551e+04
conv3 Left 7 49 35 TP7 3.55200898e+04
conv3 Left 8 3 35 TP7 3.52668789e+04
conv3 Left 9 8 35 TP7 4.64896436e+03

conv3 Left 0 13 36 CP5 2.18949219e+04
conv3 Left 1 50 36 CP5 3.22722637e+04
conv3 Left 2 12 36 CP5 2.64604766e+04
conv3 Left 3 9 36 CP5 1.02298271e+04
conv3 Left 4 40 36 CP5 3.43358086e+04
conv3 Left 5 7 36 CP5 1.61619932e+04
conv3 Left 6 41 36 CP5 1.57444316e+04
conv3 Left 7 49 36 CP5 3.21983535e+04
conv3 Left 8 3 36 CP5 3.19554277e+04
conv3 Left 9 8 36 CP5 4.83029395e+03

conv3 Left 0 13 37 CP3 2.23450840e+04
conv3 Left 1 50 37 CP3 3.32606562e+04
conv3 Left 2 12 37 CP3 2.71245508e+04
conv3 Left 3 9 37 CP3 1.04271875e+04
conv3 Left 4 40 37 CP3 3.48514688e+04
conv3 Left 5 7 37 CP3 1.63735439e+04
conv3 Left 6 41 37 CP3 1.64487637e+04
conv3 Left 7 49 37 CP3 3.31204766e+04
conv3 Left 8 3 37 CP3 3.28995938e+04
conv3 Left 9 8 37 CP3 5.05744238e+03

conv3 Left 0 13 38 CP1 2.21267344e+04
conv3 Left 1 50 38 CP1 3.30028711e+04
conv3 Left 2 12 38 CP1 2.65630352e+04
conv3 Left 3 9 38 CP1 1.03277803e+04
conv3 Left 4 40 38 CP1 3.44069102e+04
conv3 Left 5 7 38 CP1 1.60501006e+04
conv3 Left 6 41 38 CP1 1.64218438e+04
conv3 Left 7 49 38 CP1 3.28120703e+04
conv3 Left 8 3 38 CP1 3.26280781e+04
conv3 Left 9 8 38 CP1 4.88410303e+03

conv3 Left 0 13 39 CPz 2.26201914e+04
conv3 Left 1 50 39 CPz 3.36978477e+04
conv3 Left 2 12 39 CPz 2.67596426e+04
conv3 Left 3 9 39 CPz 1.04646309e+04
conv3 Left 4 40 39 CPz 3.50955977e+04
conv3 Left 5 7 39 CPz 1.62925557e+04
conv3 Left 6 41 39 CPz 1.62070088e+04
conv3 Left 7 49 39 CPz 3.33204805e+04
conv3 Left 8 3 39 CPz 3.27914688e+04
conv3 Left 9 8 39 CPz 4.83335303e+03

conv3 Left 0 13 40 CP2 2.21710742e+04
conv3 Left 1 50 40 CP2 3.28804570e+04
conv3 Left 2 12 40 CP2 2.62188457e+04
conv3 Left 3 9 40 CP2 1.01731719e+04
conv3 Left 4 40 40 CP2 3.43988438e+04
conv3 Left 5 7 40 CP2 1.63330723e+04
conv3 Left 6 41 40 CP2 1.57352598e+04
conv3 Left 7 49 40 CP2 3.23857520e+04
conv3 Left 8 3 40 CP2 3.19036465e+04
conv3 Left 9 8 40 CP2 4.51572705e+03

conv3 Left 0 13 41 CP4 2.25283594e+04
conv3 Left 1 50 41 CP4 3.28131328e+04
conv3 Left 2 12 41 CP4 2.67024668e+04
conv3 Left 3 9 41 CP4 1.04070898e+04
conv3 Left 4 40 41 CP4 3.46325156e+04
conv3 Left 5 7 41 CP4 1.67267012e+04
conv3 Left 6 41 41 CP4 1.59150713e+04
conv3 Left 7 49 41 CP4 3.25596855e+04
conv3 Left 8 3 41 CP4 3.20266406e+04
conv3 Left 9 8 41 CP4 4.81711719e+03

conv3 Left 0 13 42 CP6 2.20961367e+04
conv3 Left 1 50 42 CP6 3.22499023e+04
conv3 Left 2 12 42 CP6 2.62881328e+04
conv3 Left 3 9 42 CP6 1.04181611e+04
conv3 Left 4 40 42 CP6 3.39074648e+04
conv3 Left 5 7 42 CP6 1.63809639e+04
conv3 Left 6 41 42 CP6 1.58554521e+04
conv3 Left 7 49 42 CP6 3.20150977e+04
conv3 Left 8 3 42 CP6 3.17567812e+04
conv3 Left 9 8 42 CP6 4.85035645e+03

conv3 Left 0 13 43 TP8 2.47285801e+04
conv3 Left 1 50 43 TP8 3.44110117e+04
conv3 Left 2 12 43 TP8 2.99708340e+04
conv3 Left 3 9 43 TP8 1.14889736e+04
conv3 Left 4 40 43 TP8 3.70696484e+04
conv3 Left 5 7 43 TP8 1.83139102e+04
conv3 Left 6 41 43 TP8 1.70993848e+04
conv3 Left 7 49 43 TP8 3.45068398e+04
conv3 Left 8 3 43 TP8 3.37279844e+04
conv3 Left 9 8 43 TP8 6.34454443e+03

conv3 Left 0 13 44 P9 2.38899902e+04
conv3 Left 1 50 44 P9 3.52248984e+04
conv3 Left 2 12 44 P9 2.96115117e+04
conv3 Left 3 9 44 P9 1.07962842e+04
conv3 Left 4 40 44 P9 3.73759141e+04
conv3 Left 5 7 44 P9 1.76831699e+04
conv3 Left 6 41 44 P9 1.70545195e+04
conv3 Left 7 49 44 P9 3.47158438e+04
conv3 Left 8 3 44 P9 3.47451484e+04
conv3 Left 9 8 44 P9 5.23892041e+03

conv3 Left 0 13 45 P7 2.15383770e+04
conv3 Left 1 50 45 P7 3.22359922e+04
conv3 Left 2 12 45 P7 2.63755488e+04
conv3 Left 3 9 45 P7 1.02615693e+04
conv3 Left 4 40 45 P7 3.40921914e+04
conv3 Left 5 7 45 P7 1.60328809e+04
conv3 Left 6 41 45 P7 1.57578291e+04
conv3 Left 7 49 45 P7 3.18241270e+04
conv3 Left 8 3 45 P7 3.18574590e+04
conv3 Left 9 8 45 P7 4.82681006e+03

conv3 Left 0 13 46 P5 2.15917852e+04
conv3 Left 1 50 46 P5 3.22909082e+04
conv3 Left 2 12 46 P5 2.63781309e+04
conv3 Left 3 9 46 P5 1.02567080e+04
conv3 Left 4 40 46 P5 3.39159297e+04
conv3 Left 5 7 46 P5 1.60330225e+04
conv3 Left 6 41 46 P5 1.59171963e+04
conv3 Left 7 49 46 P5 3.19282363e+04
conv3 Left 8 3 46 P5 3.19621016e+04
conv3 Left 9 8 46 P5 4.86615771e+03

conv3 Left 0 13 47 P3 2.17811641e+04
conv3 Left 1 50 47 P3 3.25762207e+04
conv3 Left 2 12 47 P3 2.63843594e+04
conv3 Left 3 9 47 P3 1.02864541e+04
conv3 Left 4 40 47 P3 3.40463242e+04
conv3 Left 5 7 47 P3 1.61565068e+04
conv3 Left 6 41 47 P3 1.64139492e+04
conv3 Left 7 49 47 P3 3.23690527e+04
conv3 Left 8 3 47 P3 3.21509316e+04
conv3 Left 9 8 47 P3 5.37120410e+03

conv3 Left 0 13 48 P1 2.22266445e+04
conv3 Left 1 50 48 P1 3.30698516e+04
conv3 Left 2 12 48 P1 2.67238672e+04
conv3 Left 3 9 48 P1 1.04166445e+04
conv3 Left 4 40 48 P1 3.45710273e+04
conv3 Left 5 7 48 P1 1.64449023e+04
conv3 Left 6 41 48 P1 1.67234727e+04
conv3 Left 7 49 48 P1 3.28433711e+04
conv3 Left 8 3 48 P1 3.22980312e+04
conv3 Left 9 8 48 P1 5.58414209e+03

conv3 Left 0 13 49 Pz 2.16213613e+04
conv3 Left 1 50 49 Pz 3.22976660e+04
conv3 Left 2 12 49 Pz 2.59918008e+04
conv3 Left 3 9 49 Pz 1.01357383e+04
conv3 Left 4 40 49 Pz 3.36011328e+04
conv3 Left 5 7 49 Pz 1.60275137e+04
conv3 Left 6 41 49 Pz 1.60624082e+04
conv3 Left 7 49 49 Pz 3.18186641e+04
conv3 Left 8 3 49 Pz 3.15365117e+04
conv3 Left 9 8 49 Pz 5.00671436e+03

conv3 Left 0 13 50 P2 2.20639570e+04
conv3 Left 1 50 50 P2 3.30376836e+04
conv3 Left 2 12 50 P2 2.65530664e+04
conv3 Left 3 9 50 P2 1.04835918e+04
conv3 Left 4 40 50 P2 3.43717227e+04
conv3 Left 5 7 50 P2 1.66012539e+04
conv3 Left 6 41 50 P2 1.66867930e+04
conv3 Left 7 49 50 P2 3.27156719e+04
conv3 Left 8 3 50 P2 3.21613535e+04
conv3 Left 9 8 50 P2 5.87945850e+03

conv3 Left 0 13 51 P4 2.16282207e+04
conv3 Left 1 50 51 P4 3.21408691e+04
conv3 Left 2 12 51 P4 2.60241523e+04
conv3 Left 3 9 51 P4 1.00806689e+04
conv3 Left 4 40 51 P4 3.36162383e+04
conv3 Left 5 7 51 P4 1.63023047e+04
conv3 Left 6 41 51 P4 1.61503506e+04
conv3 Left 7 49 51 P4 3.18081230e+04
conv3 Left 8 3 51 P4 3.14414414e+04
conv3 Left 9 8 51 P4 5.33521973e+03

conv3 Left 0 13 52 P6 2.17360605e+04
conv3 Left 1 50 52 P6 3.20675059e+04
conv3 Left 2 12 52 P6 2.63068828e+04
conv3 Left 3 9 52 P6 1.03769502e+04
conv3 Left 4 40 52 P6 3.35804375e+04
conv3 Left 5 7 52 P6 1.63122676e+04
conv3 Left 6 41 52 P6 1.62454668e+04
conv3 Left 7 49 52 P6 3.18642988e+04
conv3 Left 8 3 52 P6 3.17980039e+04
conv3 Left 9 8 52 P6 5.36914551e+03

conv3 Left 0 13 53 P8 2.16487969e+04
conv3 Left 1 50 53 P8 3.19922734e+04
conv3 Left 2 12 53 P8 2.61261660e+04
conv3 Left 3 9 53 P8 1.02386611e+04
conv3 Left 4 40 53 P8 3.33483789e+04
conv3 Left 5 7 53 P8 1.62616641e+04
conv3 Left 6 41 53 P8 1.61643594e+04
conv3 Left 7 49 53 P8 3.16755566e+04
conv3 Left 8 3 53 P8 3.15413945e+04
conv3 Left 9 8 53 P8 5.70520068e+03

conv3 Left 0 13 54 P10 2.44637988e+04
conv3 Left 1 50 54 P10 3.49781328e+04
conv3 Left 2 12 54 P10 3.07280898e+04
