# layer class subject_idx subject_id channel_idx channel_name value
conv1 Left 9 8 49 Pz 1.96444531e+04

conv1 Left 0 13 50 P2 2.03417891e+04
conv1 Left 1 50 50 P2 3.18802266e+04
conv1 Left 2 12 50 P2 2.08805000e+04
conv1 Left 3 9 50 P2 1.46363398e+04
conv1 Left 4 40 50 P2 2.68797539e+04
conv1 Left 5 7 50 P2 2.79227109e+04
conv1 Left 6 41 50 P2 2.50080234e+04
conv1 Left 7 49 50 P2 2.69184785e+04
conv1 Left 8 3 50 P2 3.33039531e+04
conv1 Left 9 8 50 P2 1.99279727e+04

conv1 Left 0 13 51 P4 2.00787129e+04
conv1 Left 1 50 51 P4 3.14140078e+04
conv1 Left 2 12 51 P4 2.04475488e+04
conv1 Left 3 9 51 P4 1.41850352e+04
conv1 Left 4 40 51 P4 2.64012480e+04
conv1 Left 5 7 51 P4 2.75471953e+04
conv1 Left 6 41 51 P4 2.45849258e+04
conv1 Left 7 49 51 P4 2.63515332e+04
conv1 Left 8 3 51 P4 3.27713555e+04
conv1 Left 9 8 51 P4 1.96000898e+04

conv1 Left 0 13 52 P6 2.00719473e+04
conv1 Left 1 50 52 P6 3.13852676e+04
conv1 Left 2 12 52 P6 2.05626484e+04
conv1 Left 3 9 52 P6 1.44352734e+04
conv1 Left 4 40 52 P6 2.63373418e+04
conv1 Left 5 7 52 P6 2.75438730e+04
conv1 Left 6 41 52 P6 2.44835645e+04
conv1 Left 7 49 52 P6 2.63748418e+04
conv1 Left 8 3 52 P6 3.28680000e+04
conv1 Left 9 8 52 P6 1.96216113e+04

conv1 Left 0 13 53 P8 1.99084922e+04
conv1 Left 1 50 53 P8 3.12138809e+04
conv1 Left 2 12 53 P8 2.03772715e+04
conv1 Left 3 9 53 P8 1.42606045e+04
conv1 Left 4 40 53 P8 2.60337129e+04
conv1 Left 5 7 53 P8 2.73639531e+04
conv1 Left 6 41 53 P8 2.43002383e+04
conv1 Left 7 49 53 P8 2.62425371e+04
conv1 Left 8 3 53 P8 3.25607227e+04
conv1 Left 9 8 53 P8 1.94321992e+04

