# layer class subject_idx subject_id channel_idx channel_name value
conv3 Class4 0 13 16 F8 3.87439258e+04
conv3 Class4 1 50 16 F8 2.88989238e+04
conv3 Class4 2 12 16 F8 3.46317734e+04
conv3 Class4 3 9 16 F8 8.33501758e+03
conv3 Class4 4 40 16 F8 3.86319141e+04
conv3 Class4 5 7 16 F8 3.01894082e+04
conv3 Class4 6 41 16 F8 2.37891309e+04
conv3 Class4 7 49 16 F8 4.73231133e+04
conv3 Class4 8 3 16 F8 2.18045234e+04
conv3 Class4 9 8 16 F8 1.76034082e+04

conv3 Class4 0 13 17 FT7 3.99720078e+04
conv3 Class4 1 50 17 FT7 2.89576172e+04
conv3 Class4 2 12 17 FT7 3.58016172e+04
conv3 Class4 3 9 17 FT7 8.70110840e+03
conv3 Class4 4 40 17 FT7 3.86014609e+04
conv3 Class4 5 7 17 FT7 3.09948750e+04
conv3 Class4 6 41 17 FT7 2.32237031e+04
conv3 Class4 7 49 17 FT7 4.79937734e+04
conv3 Class4 8 3 17 FT7 2.18856465e+04
conv3 Class4 9 8 17 FT7 1.80532305e+04

conv3 Class4 0 13 18 FC5 3.65543711e+04
conv3 Class4 1 50 18 FC5 2.70182910e+04
conv3 Class4 2 12 18 FC5 3.32812031e+04
conv3 Class4 3 9 18 FC5 8.33014746e+03
conv3 Class4 4 40 18 FC5 3.69934492e+04
conv3 Class4 5 7 18 FC5 2.91263281e+04
conv3 Class4 6 41 18 FC5 2.20606699e+04
conv3 Class4 7 49 18 FC5 4.43915586e+04
conv3 Class4 8 3 18 FC5 2.06883711e+04
conv3 Class4 9 8 18 FC5 1.65059590e+04

conv3 Class4 0 13 19 FC3 3.71114375e+04
conv3 Class4 1 50 19 FC3 2.77122969e+04
conv3 Class4 2 12 19 FC3 3.39479180e+04
conv3 Class4 3 9 19 FC3 8.36096973e+03
conv3 Class4 4 40 19 FC3 3.77159844e+04
conv3 Class4 5 7 19 FC3 2.94328047e+04
conv3 Class4 6 41 19 FC3 2.25061582e+04
conv3 Class4 7 49 19 FC3 4.51762383e+04
conv3 Class4 8 3 19 FC3 2.10481055e+04
conv3 Class4 9 8 19 FC3 1.70368691e+04

conv3 Class4 0 13 20 FC1 3.68449414e+04
conv3 Class4 1 50 20 FC1 2.76501387e+04
conv3 Class4 2 12 20 FC1 3.41559414e+04
conv3 Class4 3 9 20 FC1 8.33016699e+03
conv3 Class4 4 40 20 FC1 3.78907969e+04
conv3 Class4 5 7 20 FC1 2.92359453e+04
conv3 Class4 6 41 20 FC1 2.23633984e+04
conv3 Class4 7 49 20 FC1 4.51740547e+04
conv3 Class4 8 3 20 FC1 2.13411680e+04
conv3 Class4 9 8 20 FC1 1.69928340e+04

conv3 Class4 0 13 21 FCz 3.66704102e+04
conv3 Class4 1 50 21 FCz 2.74830391e+04
conv3 Class4 2 12 21 FCz 3.43144180e+04
conv3 Class4 3 9 21 FCz 8.32442676e+03
conv3 Class4 4 40 21 FCz 3.78356992e+04
conv3 Class4 5 7 21 FCz 2.90979863e+04
conv3 Class4 6 41 21 FCz 2.24722578e+04
conv3 Class4 7 49 21 FCz 4.51826914e+04
conv3 Class4 8 3 21 FCz 2.14374473e+04
conv3 Class4 9 8 21 FCz 1.67588496e+04

conv3 Class4 0 13 22 FC2 3.64880977e+04
conv3 Class4 1 50 22 FC2 2.72676621e+04
conv3 Class4 2 12 22 FC2 3.43672461e+04
conv3 Class4 3 9 22 FC2 8.32655078e+03
conv3 Class4 4 40 22 FC2 3.76567578e+04
conv3 Class4 5 7 22 FC2 2.89569629e+04
conv3 Class4 6 41 22 FC2 2.25691738e+04
conv3 Class4 7 49 22 FC2 4.51333438e+04
conv3 Class4 8 3 22 FC2 2.13164805e+04
conv3 Class4 9 8 22 FC2 1.63831416e+04

conv3 Class4 0 13 23 FC4 3.65842344e+04
conv3 Class4 1 50 23 FC4 2.71774395e+04
conv3 Class4 2 12 23 FC4 3.42786719e+04
conv3 Class4 3 9 23 FC4 8.32392676e+03
conv3 Class4 4 40 23 FC4 3.77223984e+04
conv3 Class4 5 7 23 FC4 2.89997461e+04
conv3 Class4 6 41 23 FC4 2.25614336e+04
conv3 Class4 7 49 23 FC4 4.53242383e+04
conv3 Class4 8 3 23 FC4 2.14468359e+04
conv3 Class4 9 8 23 FC4 1.63174014e+04

conv3 Class4 0 13 24 FC6 3.60162422e+04
conv3 Class4 1 50 24 FC6 2.66651367e+04
conv3 Class4 2 12 24 FC6 3.34956406e+04
conv3 Class4 3 9 24 FC6 8.32343359e+03
conv3 Class4 4 40 24 FC6 3.66936719e+04
conv3 Class4 5 7 24 FC6 2.86580410e+04
conv3 Class4 6 41 24 FC6 2.21079434e+04
conv3 Class4 7 49 24 FC6 4.43944141e+04
conv3 Class4 8 3 24 FC6 2.10480820e+04
conv3 Class4 9 8 24 FC6 1.59493594e+04

conv3 Class4 0 13 25 FT8 3.83468203e+04
conv3 Class4 1 50 25 FT8 2.84033906e+04
conv3 Class4 2 12 25 FT8 3.64138828e+04
conv3 Class4 3 9 25 FT8 8.32611621e+03
conv3 Class4 4 40 25 FT8 4.06480664e+04
conv3 Class4 5 7 25 FT8 2.96433477e+04
conv3 Class4 6 41 25 FT8 2.40545859e+04
conv3 Class4 7 49 25 FT8 4.87214414e+04
conv3 Class4 8 3 25 FT8 2.38885527e+04
conv3 Class4 9 8 25 FT8 1.75178984e+04

conv3 Class4 0 13 26 T7 3.95496016e+04
conv3 Class4 1 50 26 T7 2.89112188e+04
conv3 Class4 2 12 26 T7 3.77665586e+04
conv3 Class4 3 9 26 T7 9.37556348e+03
conv3 Class4 4 40 26 T7 3.99501953e+04
conv3 Class4 5 7 26 T7 3.06268301e+04
conv3 Class4 6 41 26 T7 2.33500176e+04
conv3 Class4 7 49 26 T7 4.86283008e+04
conv3 Class4 8 3 26 T7 2.27927852e+04
conv3 Class4 9 8 26 T7 1.87647793e+04

conv3 Class4 0 13 27 C5 3.60574297e+04
conv3 Class4 1 50 27 C5 2.66740918e+04
conv3 Class4 2 12 27 C5 3.33610977e+04
conv3 Class4 3 9 27 C5 8.32922656e+03
conv3 Class4 4 40 27 C5 3.67722383e+04
conv3 Class4 5 7 27 C5 2.87534766e+04
conv3 Class4 6 41 27 C5 2.17824277e+04
conv3 Class4 7 49 27 C5 4.41289961e+04
conv3 Class4 8 3 27 C5 2.08307500e+04
conv3 Class4 9 8 27 C5 1.62806270e+04

conv3 Class4 0 13 28 C3 3.69096289e+04
conv3 Class4 1 50 28 C3 2.76017383e+04
conv3 Class4 2 12 28 C3 3.45499883e+04
conv3 Class4 3 9 28 C3 8.50828809e+03
conv3 Class4 4 40 28 C3 3.77921484e+04
conv3 Class4 5 7 28 C3 2.90829668e+04
conv3 Class4 6 41 28 C3 2.26727578e+04
conv3 Class4 7 49 28 C3 4.55421602e+04
conv3 Class4 8 3 28 C3 2.15575703e+04
conv3 Class4 9 8 28 C3 1.69763418e+04

conv3 Class4 0 13 29 C1 3.65733867e+04
conv3 Class4 1 50 29 C1 2.74459434e+04
conv3 Class4 2 12 29 C1 3.43746562e+04
conv3 Class4 3 9 29 C1 8.37095410e+03
conv3 Class4 4 40 29 C1 3.76700469e+04
conv3 Class4 5 7 29 C1 2.88504219e+04
conv3 Class4 6 41 29 C1 2.24373457e+04
conv3 Class4 7 49 29 C1 4.53751484e+04
conv3 Class4 8 3 29 C1 2.16696719e+04
conv3 Class4 9 8 29 C1 1.65709902e+04

conv3 Class4 0 13 30 Cz 3.64404531e+04
conv3 Class4 1 50 30 Cz 2.73550781e+04
conv3 Class4 2 12 30 Cz 3.44174219e+04
conv3 Class4 3 9 30 Cz 8.36551562e+03
conv3 Class4 4 40 30 Cz 3.77298359e+04
conv3 Class4 5 7 30 Cz 2.88372852e+04
conv3 Class4 6 41 30 Cz 2.21570410e+04
conv3 Class4 7 49 30 Cz 4.54206719e+04
conv3 Class4 8 3 30 Cz 2.16563555e+04
conv3 Class4 9 8 30 Cz 1.61306348e+04

conv3 Class4 0 13 31 C2 3.63365234e+04
conv3 Class4 1 50 31 C2 2.72395977e+04
conv3 Class4 2 12 31 C2 3.41679609e+04
conv3 Class4 3 9 31 C2 8.35760547e+03
conv3 Class4 4 40 31 C2 3.76103477e+04
conv3 Class4 5 7 31 C2 2.89478340e+04
conv3 Class4 6 41 31 C2 2.20916562e+04
conv3 Class4 7 49 31 C2 4.52810938e+04
conv3 Class4 8 3 31 C2 2.13981152e+04
conv3 Class4 9 8 31 C2 1.57108057e+04

conv3 Class4 0 13 32 C4 3.64816641e+04
conv3 Class4 1 50 32 C4 2.70903027e+04
conv3 Class4 2 12 32 C4 3.41082031e+04
conv3 Class4 3 9 32 C4 8.34399414e+03
conv3 Class4 4 40 32 C4 3.79472344e+04
conv3 Class4 5 7 32 C4 2.92036445e+04
conv3 Class4 6 41 32 C4 2.20337676e+04
conv3 Class4 7 49 32 C4 4.55018555e+04
conv3 Class4 8 3 32 C4 2.16062812e+04
conv3 Class4 9 8 32 C4 1.57588711e+04

conv3 Class4 0 13 33 C6 3.59152891e+04
conv3 Class4 1 50 33 C6 2.65866191e+04
conv3 Class4 2 12 33 C6 3.33061289e+04
conv3 Class4 3 9 33 C6 8.33829395e+03
conv3 Class4 4 40 33 C6 3.66977891e+04
conv3 Class4 5 7 33 C6 2.87662871e+04
conv3 Class4 6 41 33 C6 2.16694043e+04
conv3 Class4 7 49 33 C6 4.42424336e+04
conv3 Class4 8 3 33 C6 2.09684004e+04
conv3 Class4 9 8 33 C6 1.55643994e+04

conv3 Class4 0 13 34 T8 3.83199414e+04
conv3 Class4 1 50 34 T8 2.84038203e+04
conv3 Class4 2 12 34 T8 3.66769336e+04
conv3 Class4 3 9 34 T8 8.40899121e+03
conv3 Class4 4 40 34 T8 4.17180820e+04
conv3 Class4 5 7 34 T8 3.05079082e+04
conv3 Class4 6 41 34 T8 2.35582715e+04
conv3 Class4 7 49 34 T8 4.94666875e+04
conv3 Class4 8 3 34 T8 2.46664180e+04
conv3 Class4 9 8 34 T8 1.71368770e+04

conv3 Class4 0 13 35 TP7 3.88532539e+04
conv3 Class4 1 50 35 TP7 2.85668633e+04
conv3 Class4 2 12 35 TP7 3.75139766e+04
conv3 Class4 3 9 35 TP7 9.11952441e+03
conv3 Class4 4 40 35 TP7 4.00504141e+04
conv3 Class4 5 7 35 TP7 3.06783867e+04
conv3 Class4 6 41 35 TP7 2.27927363e+04
conv3 Class4 7 49 35 TP7 4.79401133e+04
conv3 Class4 8 3 35 TP7 2.30562363e+04
conv3 Class4 9 8 35 TP7 1.79803516e+04

conv3 Class4 0 13 36 CP5 3.60367617e+04
conv3 Class4 1 50 36 CP5 2.68361230e+04
conv3 Class4 2 12 36 CP5 3.38268672e+04
conv3 Class4 3 9 36 CP5 8.34813770e+03
conv3 Class4 4 40 36 CP5 3.68532656e+04
conv3 Class4 5 7 36 CP5 2.87823086e+04
conv3 Class4 6 41 36 CP5 2.17593750e+04
conv3 Class4 7 49 36 CP5 4.41431992e+04
conv3 Class4 8 3 36 CP5 2.10701289e+04
conv3 Class4 9 8 36 CP5 1.63506680e+04

conv3 Class4 0 13 37 CP3 3.65154531e+04
conv3 Class4 1 50 37 CP3 2.73820156e+04
conv3 Class4 2 12 37 CP3 3.46864688e+04
conv3 Class4 3 9 37 CP3 8.49772266e+03
conv3 Class4 4 40 37 CP3 3.74232344e+04
conv3 Class4 5 7 37 CP3 2.89395059e+04
conv3 Class4 6 41 37 CP3 2.25744121e+04
conv3 Class4 7 49 37 CP3 4.51849219e+04
conv3 Class4 8 3 37 CP3 2.15524590e+04
conv3 Class4 9 8 37 CP3 1.68348691e+04

conv3 Class4 0 13 38 CP1 3.61552930e+04
conv3 Class4 1 50 38 CP1 2.70986211e+04
conv3 Class4 2 12 38 CP1 3.42372656e+04
conv3 Class4 3 9 38 CP1 8.39336230e+03
conv3 Class4 4 40 38 CP1 3.69775781e+04
conv3 Class4 5 7 38 CP1 2.85445352e+04
conv3 Class4 6 41 38 CP1 2.25242715e+04
conv3 Class4 7 49 38 CP1 4.49261094e+04
conv3 Class4 8 3 38 CP1 2.13216348e+04
conv3 Class4 9 8 38 CP1 1.64490723e+04

conv3 Class4 0 13 39 CPz 3.66152969e+04
conv3 Class4 1 50 39 CPz 2.75826094e+04
conv3 Class4 2 12 39 CPz 3.47898359e+04
conv3 Class4 3 9 39 CPz 8.41482031e+03
conv3 Class4 4 40 39 CPz 3.78842617e+04
conv3 Class4 5 7 39 CPz 2.88177344e+04
conv3 Class4 6 41 39 CPz 2.25097305e+04
conv3 Class4 7 49 39 CPz 4.57058398e+04
conv3 Class4 8 3 39 CPz 2.13501211e+04
conv3 Class4 9 8 39 CPz 1.65498184e+04

conv3 Class4 0 13 40 CP2 3.63113359e+04
conv3 Class4 1 50 40 CP2 2.70761328e+04
conv3 Class4 2 12 40 CP2 3.40115820e+04
conv3 Class4 3 9 40 CP2 8.43110938e+03
conv3 Class4 4 40 40 CP2 3.72621953e+04
conv3 Class4 5 7 40 CP2 2.89148594e+04
conv3 Class4 6 41 40 CP2 2.22245742e+04
conv3 Class4 7 49 40 CP2 4.48736406e+04
conv3 Class4 8 3 40 CP2 2.09552129e+04
conv3 Class4 9 8 40 CP2 1.62203711e+04

conv3 Class4 0 13 41 CP4 3.66659805e+04
conv3 Class4 1 50 41 CP4 2.72162109e+04
conv3 Class4 2 12 41 CP4 3.43722578e+04
conv3 Class4 3 9 41 CP4 8.58855371e+03
conv3 Class4 4 40 41 CP4 3.77647383e+04
conv3 Class4 5 7 41 CP4 2.94563730e+04
conv3 Class4 6 41 41 CP4 2.24482949e+04
conv3 Class4 7 49 41 CP4 4.53161211e+04
conv3 Class4 8 3 41 CP4 2.14150449e+04
conv3 Class4 9 8 41 CP4 1.66180137e+04

conv3 Class4 0 13 42 CP6 3.62380742e+04
conv3 Class4 1 50 42 CP6 2.69698164e+04
conv3 Class4 2 12 42 CP6 3.37859648e+04
conv3 Class4 3 9 42 CP6 8.65679297e+03
conv3 Class4 4 40 42 CP6 3.67383477e+04
conv3 Class4 5 7 42 CP6 2.91027930e+04
conv3 Class4 6 41 42 CP6 2.22397285e+04
conv3 Class4 7 49 42 CP6 4.44802070e+04
conv3 Class4 8 3 42 CP6 2.11683203e+04
conv3 Class4 9 8 42 CP6 1.63511182e+04

conv3 Class4 0 13 43 TP8 3.88450234e+04
conv3 Class4 1 50 43 TP8 2.88408262e+04
conv3 Class4 2 12 43 TP8 3.75887188e+04
conv3 Class4 3 9 43 TP8 8.89228418e+03
conv3 Class4 4 40 43 TP8 4.11987656e+04
conv3 Class4 5 7 43 TP8 3.13446523e+04
conv3 Class4 6 41 43 TP8 2.47266855e+04
conv3 Class4 7 49 43 TP8 4.90101758e+04
conv3 Class4 8 3 43 TP8 2.38257500e+04
conv3 Class4 9 8 43 TP8 1.92298887e+04

conv3 Class4 0 13 44 P9 3.91376367e+04
conv3 Class4 1 50 44 P9 2.90531133e+04
conv3 Class4 2 12 44 P9 3.74166719e+04
conv3 Class4 3 9 44 P9 8.67602051e+03
conv3 Class4 4 40 44 P9 4.00724531e+04
conv3 Class4 5 7 44 P9 3.10822246e+04
conv3 Class4 6 41 44 P9 2.28206035e+04
conv3 Class4 7 49 44 P9 4.73588047e+04
conv3 Class4 8 3 44 P9 2.30734395e+04
conv3 Class4 9 8 44 P9 1.81045020e+04

conv3 Class4 0 13 45 P7 3.58784219e+04
conv3 Class4 1 50 45 P7 2.68191289e+04
conv3 Class4 2 12 45 P7 3.36603633e+04
conv3 Class4 3 9 45 P7 8.35971777e+03
conv3 Class4 4 40 45 P7 3.64985117e+04
conv3 Class4 5 7 45 P7 2.86368281e+04
conv3 Class4 6 41 45 P7 2.17663770e+04
conv3 Class4 7 49 45 P7 4.37732773e+04
conv3 Class4 8 3 45 P7 2.09789727e+04
conv3 Class4 9 8 45 P7 1.63360693e+04

conv3 Class4 0 13 46 P5 3.58259453e+04
conv3 Class4 1 50 46 P5 2.68291699e+04
conv3 Class4 2 12 46 P5 3.37134648e+04
conv3 Class4 3 9 46 P5 8.40396289e+03
conv3 Class4 4 40 46 P5 3.63127930e+04
conv3 Class4 5 7 46 P5 2.86031133e+04
conv3 Class4 6 41 46 P5 2.19925938e+04
conv3 Class4 7 49 46 P5 4.38934531e+04
conv3 Class4 8 3 46 P5 2.09983848e+04
conv3 Class4 9 8 46 P5 1.63249570e+04

conv3 Class4 0 13 47 P3 3.58333047e+04
conv3 Class4 1 50 47 P3 2.69519434e+04
conv3 Class4 2 12 47 P3 3.39443242e+04
conv3 Class4 3 9 47 P3 8.41587695e+03
conv3 Class4 4 40 47 P3 3.64431055e+04
conv3 Class4 5 7 47 P3 2.85662188e+04
conv3 Class4 6 41 47 P3 2.25302812e+04
conv3 Class4 7 49 47 P3 4.43087461e+04
conv3 Class4 8 3 47 P3 2.10667910e+04
conv3 Class4 9 8 47 P3 1.65604355e+04

conv3 Class4 0 13 48 P1 3.62475234e+04
conv3 Class4 1 50 48 P1 2.72879121e+04
conv3 Class4 2 12 48 P1 3.45103984e+04
conv3 Class4 3 9 48 P1 8.48939941e+03
conv3 Class4 4 40 48 P1 3.70625820e+04
conv3 Class4 5 7 48 P1 2.87837910e+04
conv3 Class4 6 41 48 P1 2.26256621e+04
conv3 Class4 7 49 48 P1 4.48950508e+04
conv3 Class4 8 3 48 P1 2.11827070e+04
conv3 Class4 9 8 48 P1 1.68175254e+04

conv3 Class4 0 13 49 Pz 3.57017539e+04
conv3 Class4 1 50 49 Pz 2.67631387e+04
conv3 Class4 2 12 49 Pz 3.35061719e+04
conv3 Class4 3 9 49 Pz 8.40970410e+03
conv3 Class4 4 40 49 Pz 3.61859688e+04
conv3 Class4 5 7 49 Pz 2.83832891e+04
conv3 Class4 6 41 49 Pz 2.21155137e+04
conv3 Class4 7 49 49 Pz 4.39418867e+04
conv3 Class4 8 3 49 Pz 2.07114844e+04
conv3 Class4 9 8 49 Pz 1.63212588e+04

conv3 Class4 0 13 50 P2 3.64214219e+04
conv3 Class4 1 50 50 P2 2.74279453e+04
conv3 Class4 2 12 50 P2 3.43934844e+04
conv3 Class4 3 9 50 P2 8.63536523e+03
conv3 Class4 4 40 50 P2 3.72736484e+04
conv3 Class4 5 7 50 P2 2.89519414e+04
conv3 Class4 6 41 50 P2 2.29285059e+04
conv3 Class4 7 49 50 P2 4.50611992e+04
conv3 Class4 8 3 50 P2 2.12316562e+04
conv3 Class4 9 8 50 P2 1.72748809e+04

conv3 Class4 0 13 51 P4 3.60067695e+04
conv3 Class4 1 50 51 P4 2.67593301e+04
conv3 Class4 2 12 51 P4 3.35692969e+04
conv3 Class4 3 9 51 P4 8.44542383e+03
conv3 Class4 4 40 51 P4 3.64389727e+04
conv3 Class4 5 7 51 P4 2.86142266e+04
conv3 Class4 6 41 51 P4 2.25066602e+04
conv3 Class4 7 49 51 P4 4.41735469e+04
conv3 Class4 8 3 51 P4 2.08333477e+04
conv3 Class4 9 8 51 P4 1.69274570e+04

conv3 Class4 0 13 52 P6 3.61851133e+04
conv3 Class4 1 50 52 P6 2.68173086e+04
